nominal_coverage,alpha,quantile_mps,empirical_coverage,mean_width_mps,median_width_mps,n
0.9,0.1,93.95020591532025,0.901840490797546,187.90041183064048,187.9004118306405,1304
0.8,0.2,63.80452655185087,0.8013803680981595,127.60905310370173,127.60905310370174,1304
