nominal_coverage,alpha,quantile_mps,empirical_coverage,mean_width_mps,median_width_mps,n
0.9,0.1,93.7651863829488,0.901840490797546,187.53037276589757,187.5303727658976,1304
0.8,0.2,63.804526551851126,0.8013803680981595,127.60905310370225,127.60905310370225,1304
