model,rmse_mps,mae_mps,r2,bias_mps
empirical,62.11281946174298,44.82997451228691,0.5822923986271034,-14.827213936172244
rf,63.22870615840186,45.130850205783055,0.5671489437361577,-2.6444995103771514
et,62.43883969679357,44.62918693391232,0.5778959301354261,-5.026195597960411
base_stack,61.1651252641795,44.03804560674069,0.5949416114174046,-10.034085566995577
specialist_stack,60.699858374785215,43.90546275404669,0.6010805172748996,-8.599620400602236
