model,rmse_mps,mae_mps,r2,bias_mps
empirical,62.11281946174298,44.82997451228691,0.5822923986271034,-14.827213936172244
rf,62.395728391935094,44.34578935286637,0.578478617931985,-3.8577859723652073
et,61.97658408915916,44.2098889024885,0.584122750013643,-7.1925881066685555
base_stack,60.94355591252845,43.76459530677562,0.5978709267127315,-10.17812132895158
specialist_stack,59.07736631161957,42.71886216070179,0.6221215338592075,-5.00010101334082
