model,rmse_mps,mae_mps,r2,bias_mps
empirical,62.11281946174298,44.82997451228691,0.5822923986271034,-14.827213936172244
rf,62.50175431693027,44.358621381618015,0.5770448606158484,-3.5571285212347727
et,62.21949137516736,44.42170542092315,0.5808564332042894,-7.268139062986339
base_stack,60.92419507407254,43.696682826553655,0.5981263866783855,-9.890832123170533
specialist_stack,59.26487074576803,42.91589333896286,0.619719045960782,-6.213733018065465
