project,model,n,rmse_mps,mae_mps,r2,bias_mps
Marina,et,30,38.71780222038062,27.266815946289707,0.5376741594159662,20.294585387632477
Marina,base_stack,30,33.47424116035323,24.8020975478851,0.654420274639935,12.695450066805638
Marina,specialist_stack,30,38.85166073998489,26.81849646347723,0.5344718479064914,14.71184898239777
Paskal,empirical,21,39.96517505543144,37.0812074142698,-0.5145526645041627,18.74760821868719
Paskal,rf,21,36.94838107350687,31.093326383248154,-0.29452895380350985,15.896962593415402
Paskal,et,21,38.339278020643405,33.95229930968001,-0.39382676784042525,18.87887745317283
Paskal,base_stack,21,37.636981883232856,33.417869365676985,-0.3432304245410547,16.942247191043812
Paskal,specialist_stack,21,38.24363722271199,35.13643877509091,-0.38688138762929514,21.213455456810134
Puskas,empirical,389,60.13094089970291,47.74181578024894,0.6553671220273567,-38.50778186721319
Puskas,rf,389,56.165276728164834,43.2917204048424,0.6993255579503044,-15.817379692620587
Puskas,et,389,56.64338135306877,43.57414450450491,0.6941848126679295,-24.124034035757767
Puskas,base_stack,389,55.54452228860049,43.800475143303686,0.7059351067349896,-30.468449406410347
Puskas,specialist_stack,389,52.16396657127809,41.10675547077359,0.7406406413491722,-24.48757194358861
River,empirical,39,136.66665263324543,88.39808541109988,0.4334241966777568,-68.71298059950125
River,rf,39,127.75512248588724,85.03888911395951,0.5049038447268306,-58.88408410399869
River,et,39,130.56636394400502,87.14018694565529,0.48287500676968165,-61.82833618436882
River,base_stack,39,131.58088091444563,86.54423249015079,0.47480753373923645,-63.46513248235826
River,specialist_stack,39,128.05724731169647,84.36474716746811,0.5025593953347414,-61.28564715967557
Tömő u. 23,empirical,28,52.1864265263301,43.068403463550524,0.5519468992704892,13.989736637266784
Tömő u. 23,rf,28,54.617156287259235,45.17084391655771,0.5092361816690812,11.379779155152061
Tömő u. 23,et,28,53.302417223763136,44.28656785597716,0.5325790465122076,9.996401679612303
Tömő u. 23,base_stack,28,53.187199558717666,44.05730073150149,0.5345976020462156,12.482526504258553
Tömő u. 23,specialist_stack,28,53.187199558717666,44.05730073150149,0.5345976020462156,12.482526504258553
