model,calibration_slope,calibration_intercept_mps
empirical,1.0995006009432824,-13.277123918039308
rf,0.9335709307384912,21.818013151096498
et,0.9869681962557022,8.875274523346816
base_stack,1.048392350134839,-4.197643550852539
specialist_stack,1.0313501961108702,-0.5047203538946011
