nominal,pooled_coverage,macro_coverage,whole_project_coverage,mean_width,min_halfwidth,max_halfwidth
80,0.9976993865030674,0.9968905086848635,0.8,546.7595774334533,271.42713542881506,297.05733650425293
90,1.0,1.0,1.0,622.5102812061226,274.9300356105621,421.70258008757776
