model,rmse_mps,mae_mps,r2,bias_mps
specialist_weighted_stack,59.3204832894873,42.14711799232113,0.6190050204865485,-3.3641126790838376
base_weighted_stack,61.05319789090815,43.48999404381262,0.5964227050822979,-9.113159656218608
extra_trees_profile,61.4561783080662,43.91351615236227,0.59107751489729,-8.27116332208551
random_forest_profile,61.92120650732985,43.961409718157995,0.5848656108126029,-5.299642798297828
empirical_baseline,64.98090336158425,46.534108114830595,0.5428261502771895,-16.497818445560068
