fold,threshold,cap,inner_rmse,specialist_weights
1,325.0,0.5,62.33111072954146,"(0.0, 0.0, 0.15)"
1,325.0,0.65,62.33111072954146,"(0.0, 0.0, 0.15)"
1,325.0,0.8,62.33111072954146,"(0.0, 0.0, 0.15)"
1,350.0,0.5,62.37878652746206,"(0.0, 0.0, 0.25)"
1,350.0,0.65,62.37878652746206,"(0.0, 0.0, 0.25)"
1,350.0,0.8,62.37878652746206,"(0.0, 0.0, 0.25)"
1,375.0,0.5,62.42616448368886,"(0.0, 0.0, 0.0)"
1,375.0,0.65,62.42616448368886,"(0.0, 0.0, 0.0)"
1,375.0,0.8,62.42616448368886,"(0.0, 0.0, 0.0)"
2,325.0,0.5,59.35504530806994,"(0.05, 0.0, 0.5)"
2,325.0,0.65,59.27423222614893,"(0.05, 0.0, 0.65)"
2,325.0,0.8,59.27423222614893,"(0.05, 0.0, 0.65)"
2,350.0,0.5,58.831129890608906,"(0.2, 0.0, 0.5)"
2,350.0,0.65,58.45885252735884,"(0.3, 0.0, 0.65)"
2,350.0,0.8,58.159711717664074,"(0.35, 0.0, 0.8)"
2,375.0,0.5,60.26943327439475,"(0.1, 0.0, 0.45)"
2,375.0,0.65,60.26943327439475,"(0.1, 0.0, 0.45)"
2,375.0,0.8,60.26943327439475,"(0.1, 0.0, 0.45)"
3,325.0,0.5,57.903370150004484,"(0.0, 0.0, 0.2)"
3,325.0,0.65,57.903370150004484,"(0.0, 0.0, 0.2)"
3,325.0,0.8,57.903370150004484,"(0.0, 0.0, 0.2)"
3,350.0,0.5,57.82498384619612,"(0.0, 0.0, 0.25)"
3,350.0,0.65,57.82498384619612,"(0.0, 0.0, 0.25)"
3,350.0,0.8,57.82498384619612,"(0.0, 0.0, 0.25)"
3,375.0,0.5,57.82206654457339,"(0.0, 0.0, 0.25)"
3,375.0,0.65,57.82206654457339,"(0.0, 0.0, 0.25)"
3,375.0,0.8,57.82206654457339,"(0.0, 0.0, 0.25)"
4,325.0,0.5,56.812985752902875,"(0.0, 0.0, 0.15)"
4,325.0,0.65,56.812985752902875,"(0.0, 0.0, 0.15)"
4,325.0,0.8,56.812985752902875,"(0.0, 0.0, 0.15)"
4,350.0,0.5,56.2504289628906,"(0.0, 0.0, 0.35)"
4,350.0,0.65,56.2504289628906,"(0.0, 0.0, 0.35)"
4,350.0,0.8,56.2504289628906,"(0.0, 0.0, 0.35)"
4,375.0,0.5,56.21080175539059,"(0.0, 0.0, 0.35)"
4,375.0,0.65,56.21080175539059,"(0.0, 0.0, 0.35)"
4,375.0,0.8,56.21080175539059,"(0.0, 0.0, 0.35)"
5,325.0,0.5,66.8228982746938,"(0.35, 0.0, 0.0)"
5,325.0,0.65,66.8228982746938,"(0.35, 0.0, 0.0)"
5,325.0,0.8,66.8228982746938,"(0.35, 0.0, 0.0)"
5,350.0,0.5,66.8228982746938,"(0.35, 0.0, 0.0)"
5,350.0,0.65,66.8228982746938,"(0.35, 0.0, 0.0)"
5,350.0,0.8,66.8228982746938,"(0.35, 0.0, 0.0)"
5,375.0,0.5,66.8228982746938,"(0.35, 0.0, 0.0)"
5,375.0,0.65,66.8228982746938,"(0.35, 0.0, 0.0)"
5,375.0,0.8,66.8228982746938,"(0.35, 0.0, 0.0)"
