project,model,n,rmse_mps,mae_mps,r2,bias_mps
Futo u,rf,31,65.23670934841267,52.411409012736705,0.2904548393625741,-8.298191333354264
Futo u,et,31,65.32504221971446,52.46479494965113,0.28853203869153987,-9.840366776871255
Futo u,base_stack,31,66.4780674705254,53.15402566345713,0.26319473337205945,-7.317932503463932
Futo u,specialist_stack,31,66.73329421965546,53.17695973605908,0.257526295302254,-6.65881493552218
Galeria,empirical,108,56.83390571028918,40.6496201112515,-0.002392739589804682,-3.9625265586442744
Galeria,rf,108,56.34583392487484,38.498226740757495,0.014749805505647529,-6.52911505662942
Galeria,et,108,56.13207943749116,38.779773632269126,0.022210949113796397,-7.437678498124935
Galeria,base_stack,108,55.28029146993034,38.79233230318204,0.051661120377824554,-5.486915283236041
Galeria,specialist_stack,108,55.939019653055084,39.24087859177495,0.028925366823071563,-5.038368994643127
H6-H7,empirical,97,38.96959118139529,31.652259041874046,0.7792467752981002,-17.311238381320806
H6-H7,rf,97,57.195898535629475,39.935309023143176,0.5244621050783506,-2.8686723434052745
H6-H7,et,97,55.795328600125295,40.67990181832539,0.5474661857389603,-9.326515604491522
H6-H7,base_stack,97,46.177550722891496,35.51665105177672,0.6900317974726385,-8.41039432184684
H6-H7,specialist_stack,97,48.342129766464666,36.62369371240139,0.660291106715936,-8.427267874512852
Hungaria krt,empirical,64,79.98382127648279,62.79744739688297,0.05993972153188898,-6.417804125501636
Hungaria krt,rf,64,80.86905161596748,64.0425954393067,0.039016116356558106,3.911739192615754
Hungaria krt,et,64,79.98070164502873,62.31421239223171,0.06001305097215026,-0.9217965949402154
Hungaria krt,base_stack,64,80.01140955055371,63.5604636209641,0.0592911125276937,0.13770378136605066
Hungaria krt,specialist_stack,64,80.25154808907558,63.598506071900914,0.053635932682196685,0.7432440527571669
Lang,empirical,164,45.24548616790241,36.880639629343776,0.005494688994924224,17.157140802204665
Lang,rf,164,55.26155512572487,39.28603100809373,-0.483552067508902,30.605560707684106
Lang,et,164,50.97893521323109,37.13202223725299,-0.26251954149526324,28.577879865887354
Lang,base_stack,164,48.97683206409997,37.010087310589476,-0.16530059860104718,23.60732671380351
Lang,specialist_stack,164,51.345079592349386,38.33392317162466,-0.2807201761396747,24.931162574838694
Marina,empirical,30,27.624662135673674,21.64781076448481,0.7646464659274251,4.136963453143081
Marina,rf,30,43.30079283812756,31.494242656058077,0.42174623298691805,21.820784871163347
Marina,et,30,39.036505852482264,26.815976723041945,0.5300316101350776,20.712132789493694
Marina,base_stack,30,33.69755449962456,25.592281298671733,0.6497940320994773,12.6908311154087
Marina,specialist_stack,30,36.59946935458837,26.72409767015356,0.586879875590927,13.822647486890528
Paskal,empirical,21,39.96517505543144,37.0812074142698,-0.5145526645041627,18.74760821868719
Paskal,rf,21,37.892644315165455,31.509496282255277,-0.36154113482675276,15.175662047643998
Paskal,et,21,38.07765609738701,33.42379956230685,-0.3748691098635275,17.15158361840993
Paskal,base_stack,21,38.053239600828505,33.21876935357095,-0.37310646334244746,16.321271209708843
Paskal,specialist_stack,21,38.51570526863828,34.90085313298194,-0.40668432999559956,20.178544975372013
Puskas,empirical,389,60.13094089970291,47.74181578024894,0.6553671220273567,-38.50778186721319
Puskas,rf,389,56.589395493463705,44.05242462689379,0.6947674695579928,-11.62622689411675
Puskas,et,389,55.252961443996085,42.618442377343825,0.7090141784542042,-17.43472672025746
Puskas,base_stack,389,55.01554995002326,43.54260244703529,0.7115094278573149,-30.049309889452804
Puskas,specialist_stack,389,53.54529344468108,42.37394190641097,0.7267228538455283,-28.273356316108167
River,empirical,39,136.66665263324543,88.39808541109988,0.4334241966777568,-68.71298059950125
River,rf,39,126.89546086316018,85.95283940963242,0.5115444111182077,-56.520939381058724
River,et,39,127.33230919827834,86.71087341155898,0.5081755230524148,-55.93040958669552
River,base_stack,39,131.57571948804537,87.04732669616354,0.47484873560801244,-62.79354835853231
River,specialist_stack,39,129.17855417239764,85.92433658188193,0.4938097832214695,-61.670558244250714
Tömő u. 23,empirical,28,52.1864265263301,43.068403463550524,0.5519468992704892,13.989736637266784
Tömő u. 23,rf,28,55.41177999861792,45.47807074797719,0.4948520780563471,11.364779771082123
Tömő u. 23,et,28,54.2747087045317,44.22403996344957,0.5153710311139958,9.550089335799806
Tömő u. 23,base_stack,28,53.44830959236378,44.13863655984552,0.5300168184461294,12.599200482471346
Tömő u. 23,specialist_stack,28,53.44830959236378,44.13863655984552,0.5300168184461294,12.599200482471346
