nominal_coverage,alpha,quantile_mps,empirical_coverage,mean_width_mps,median_width_mps,n
0.9,0.1,93.91714613632706,0.901840490797546,187.83429227265415,187.83429227265412,1304
0.8,0.2,64.92218048382153,0.8013803680981595,129.84436096764307,129.84436096764307,1304
