nominal_coverage,alpha,quantile_mps,empirical_coverage,mean_width_mps,median_width_mps,n
0.9,0.1,94.28165988143877,0.901840490797546,188.56331976287757,188.56331976287754,1304
0.8,0.2,64.94492995408709,0.8013803680981595,129.88985990817417,129.88985990817417,1304
