subset,nominal_pct,n,empirical_coverage,mean_width_mps,median_width_mps
all,90,1304,0.901840490797546,188.56331976287757,188.56331976287754
Quaternary,90,772,0.9404145077720207,188.56331976287757,188.56331976287754
Tertiary,90,532,0.8458646616541353,188.56331976287757,188.56331976287754
MASW,90,1160,0.9198275862068965,188.56331976287754,188.56331976287754
SCPT,90,144,0.7569444444444444,188.56331976287754,188.56331976287754
vs_ge_400,90,215,0.6372093023255814,188.5633197628776,188.56331976287754
vs_lt_400,90,1089,0.9540863177226814,188.56331976287754,188.56331976287754
