model,rmse_mps,mae_mps,r2,bias_mps
specialist_weighted_stack,65.17320428369617,46.6594507448033,0.5401162760323663,-5.24905642720352
base_weighted_stack,66.09254300322333,47.355891668495275,0.5270504503866087,-9.307533276429293
random_forest_profile,66.32869596730329,47.62856229906203,0.5236646532012754,-7.893213959013233
extra_trees_profile,67.14685262410156,48.182862431361514,0.5118410982409098,-8.45866281607064
empirical_baseline,68.49632508535454,48.98785698367249,0.49202254839026205,-14.247542262376951
