model,rmse_mps,mae_mps,r2,bias_mps
empirical,62.11281946174298,44.82997451228691,0.5822923986271034,-14.827213936172244
rf,62.543125381481424,44.46441768878125,0.5764847516805363,-3.437346836693481
et,62.235600027976716,44.46058036472892,0.5806393722135152,-7.468069061486371
base_stack,61.129840244588664,43.827754111677095,0.5954088178713612,-10.208892766649887
specialist_stack,59.47422416288022,43.01270732828108,0.617027612299293,-6.005342723439577
